Issued To	Issued By	Expiration Date	Intended Purposes	Friendly Name	Status	Certificate Template
2607:fcc8:8dc1:e100:f842:44e8:90de:f8ea	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/30/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f846:ca42:ecba:d8aa	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f889:aee:11a2:350	Microsoft Windows Web Management (Test) (KayEtherMine)	8/16/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f8a5:f00d:4b4a:934f	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/14/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f8b5:f928:e85b:de77	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/26/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f8e4:f999:1c0e:67c6	Microsoft Windows Web Management (Test) (KayCoinsUSA)	11/15/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f8ee:d718:94d7:e0e0	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/19/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f93f:9f37:e6c1:2dde	Microsoft Windows Web Management (Test) (KayCoinsUSA)	10/19/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f9c8:6f0c:ef81:d122	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/29/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:f9cc:91c7:295c:f873	Microsoft Windows Web Management (Test) (KayCoinsUSA)	10/8/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:fca6:2c3c:eedf:6cb9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:fcb5:fe1:7131:be68	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:fd74:7ab5:3391:6fd0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:fd82:7a25:133a:de91	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/3/2023	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8dc1:e100:fd87:71f9:cde5:abc6	Microsoft Windows Web Management (Test) (KayEtherMine)	8/8/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8de5:a800::6	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8de5:a800:6160:4db5:7d1a:1417	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8de5:a800:7cba:693a:5132:3c50	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8de5:a800:8a:cb1a:2cea:9f5	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/9/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8de5:a800:c1c6:c6de:f391:b575	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
2607:fcc8:8de5:a800:f574:b4ba:3b08:142e	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/9/2022	Server Authentication, Client Authentication	<None>	    	
DESKTOP-1J06VR1	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::100:7f:fffe	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1000:79b1:fff5:4c18	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/12/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1006:24fd:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/10/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1006:3c32:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::105e:82f5:9d48:b4fb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1072:11c6:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1076:2bb6:28fe:3d1b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/17/2023	Server Authentication, Client Authentication	<None>	    	
fe80::1087:a42:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/15/2022	Server Authentication, Client Authentication	<None>	    	
fe80::10c3:186d:9846:1c2e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::10cb:299b:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1158:560e:4ab0:ae18	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::1165:cc9d:a5c3:15f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::11b1:8cd3:20b4:c63a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1403:28d6:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/10/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1479:3ad:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::14f5:badd:2a88:41e5	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::151a:a706:f09:f37c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1523:f34c:33cf:77c3	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/12/2023	Server Authentication, Client Authentication	<None>	    	
fe80::1545:d19f:44d8:571a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/6/2023	Server Authentication, Client Authentication	<None>	    	
fe80::156d:cb69:2e07:7f6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/13/2022	Server Authentication, Client Authentication	<None>	    	
fe80::184c:7e9d:8043:45f0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::184d:7151:1f80:8ef0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::185e:816c:79ca:f0a7	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::18dd:8cd1:33b7:5620	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::197b:e434:fa1c:bb09	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/28/2022	Server Authentication, Client Authentication	<None>	    	
fe80::19a1:cfaf:dce2:dadb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::19f3:74a6:9347:1623	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1c23:e780:f44c:c0e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::1c3c:971a:e14a:31ac	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1cba:6556:981f:7447	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1cd1:8f92:3a66:49eb	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::1d65:2390:88db:7804	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/11/2023	Server Authentication, Client Authentication	<None>	    	
fe80::1daa:3906:59ab:56c7	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/12/2023	Server Authentication, Client Authentication	<None>	    	
fe80::1e1:bed6:d874:56c1	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::205e:6063:1b07:9741	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/5/2023	Server Authentication, Client Authentication	<None>	    	
fe80::213b:2793:55e6:621e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::218b:9824:d4b2:841a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2192:224c:d90d:55c4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/1/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2440:b286:d3e8:a89b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/7/2022	Server Authentication, Client Authentication	<None>	    	
fe80::258e:5794:c267:80d7	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::25d5:39ff:4345:316f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2865:d9db:a3fe:b877	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::28ad:3916:519a:d2e9	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	8/2/2022	Server Authentication, Client Authentication	<None>	    	
fe80::28e2:7e0:519a:d2e9	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/17/2023	Server Authentication, Client Authentication	<None>	    	
fe80::28f9:56e:de87:88ff	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2958:7d21:6a79:9fc2	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2c0e:89ab:3b35:26df	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2ccc:37b8:3f57:fff1	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/17/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2d2e:446a:8931:9f82	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2d3a:7e0a:b1ce:be10	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::2d4a:50f5:1f0d:92b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/18/2023	Server Authentication, Client Authentication	<None>	    	
fe80::2d95:f82:d376:82f4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::2ddc:7ae3:41ef:20da	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3001:6f08:46c:2ea6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3046:16d9:559d:a73b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3069:3c83:2b90:ffb0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3091:4653:e9b:8f47	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::315d:493d:ccb6:cbfe	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/8/2022	Server Authentication, Client Authentication	<None>	    	
fe80::31bd:acf8:d574:f82f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::31d0:91b9:cad0:d12f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::31f9:19ea:c825:a34e	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/5/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3409:212b:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/5/2022	Server Authentication, Client Authentication	<None>	    	
fe80::341d:3c57:519a:d2e9	Microsoft Windows Web Management (Test) (DESKTOP-1J06VR1)	7/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3436:1184:d36e:9873	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/16/2023	Server Authentication, Client Authentication	<None>	    	
fe80::351a:fda9:a4d4:3c6b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/6/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3535:b2ee:946:8d1c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3548:7505:3abd:ce7f	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/25/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3589:c02:e1ab:782b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::35a7:db3a:2e81:17c5	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/26/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3817:99f2:a6be:c1a5	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/5/2023	Server Authentication, Client Authentication	<None>	    	
fe80::38a5:546f:4127:bbb5	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3907:ac1e:ae2:37c8	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::397f:2a0d:d77f:3168	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/25/2022	Server Authentication, Client Authentication	<None>	    	
fe80::39b2:2064:98a7:e440	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/2/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3c3b:d4a:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/9/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3c3c:3f6f:519a:d2e9	Microsoft Windows Web Management (Test) (KayCoinsUSA)	10/14/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3c4b:a1b9:ef13:24d3	Microsoft Windows Web Management (Test) (KayCoinsUSA)	9/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3c87:b346:2b71:eed0	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3c9b:3f6f:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/22/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3cd1:367f:99e9:5764	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/22/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3ce1:3193:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/27/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3d:14b9:fe68:b7b4	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/7/2023	Server Authentication, Client Authentication	<None>	    	
fe80::3d42:440c:8cb9:4d04	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	12/24/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3d59:290e:4fac:23a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/29/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3d89:1e70:848d:cfac	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::3d9b:ac10:e7f8:4ad	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/16/2022	Server Authentication, Client Authentication	<None>	    	
fe80::4031:e3ff:f27b:b96b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/6/2022	Server Authentication, Client Authentication	<None>	    	
fe80::415:7861:684d:409a	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/10/2023	Server Authentication, Client Authentication	<None>	    	
fe80::4183:7425:ffe5:6582	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/23/2022	Server Authentication, Client Authentication	<None>	    	
fe80::41bb:c81b:6cf7:216c	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	11/11/2022	Server Authentication, Client Authentication	<None>	    	
fe80::44a7:b1d:ff4e:a3e6	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	1/3/2023	Server Authentication, Client Authentication	<None>	    	
fe80::450b:cc12:4da5:8730	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/1/2023	Server Authentication, Client Authentication	<None>	    	
fe80::48f1:5a94:dae7:773b	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/27/2023	Server Authentication, Client Authentication	<None>	    	
fe80::4971:9ba2:557a:e171	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	3/4/2023	Server Authentication, Client Authentication	<None>	    	
fe80::4998:cbca:1e63:c753	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/20/2022	Server Authentication, Client Authentication	<None>	    	
fe80::4a9:3f6f:519a:d2e9	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	10/21/2022	Server Authentication, Client Authentication	<None>	    	
fe80::4b8:522d:3607:e050	Microsoft Windows Web Management (Test) (Kaycustomsethermine)	2/14/2023	Server Authentication, Client Authentication	<None>	    	
